"Turquoise (Natural)","Phosphate","","Turquoise","Natural Turquoise","Hydrated Copper Aluminum Phosphate","Rock","5.0","6.0","Fragile","220 -> 500 -> Polish","often stabilized  Porous and soft;","Do not use harsh chemicals; changes color with oils"
"Turquoise (Stabilized)","Phosphate","","Turquoise","","CuAl6(PO4)4(OH)8·4H2O","Mineral","5","6","Intermediate","120/220 -> 500 -> Polish","Natural turquoise is too soft/crumbly. Only stabilized material can be tumbled.","Stabilized means impregnated with resin to harden it."
"Unakite","Igneous","","Unakite Granite","","Epidote + Feldspar + Quartz","Rock","6","7","Easy","60/90 -> 120/220 -> 500 -> Polish","polishes quickly.","A great beginner stone; Pink (feldspar) and Green (epidote). Multi-mineral but wears relatively evenly."
"Variscite","Variscite","","Variscite","Variscite Stone","Hydrated Aluminum Phosphate","Rock","4.5","5.0","Fragile","220 -> 500 -> Polish","Run with similar-soft stones; avoid coarse stages and hard mixes  Moderately soft; can chip and bruise",""
"Verdite","Metamorphic","","African Jade","Buddstone","Fuchsite + Clay","Rock","3","3.5","Advanced","500 -> Polish","Wears fast. Very soft;","Green stone from South Africa. often used for carving."
"Vesuvianite","Silicate","Quartz","Idocrase","Californite","Ca10(Mg;Fe)2Al4(SiO4)5(Si2O7)2(OH)4","Mineral","6.5","7","Intermediate","60/90 -> 120/220 -> 500 -> Polish","Takes a waxy or greasy polish.","Clean thoroughly; can retain a slightly waxy feel. Often yellow or green."
"Wave Dolomite","Metamorphic","","Wave Dolomite","Rolling Hills Dolomite","Banded Dolostone","Rock","3.5","4.0","Fragile","220 -> 500 -> Polish","Well-cushioned loads and light cycles recommended  Soft banded carbonate; layers undercut",""
"Wonderstone","Sedimentary/Volcanic","","Rhyolite Banded","","Silicified Volcanic Ash","Rock","5.5","6.5","Easy","60/90 -> 120/220 -> 500 -> Polish","Sandstone varieties will not polish; Soft but takes a matte to satin finish.","Rhyolite will. Banded scenery patterns."
"Wood (Agatized)","Petrified Wood","","Agatized Wood","Agate Wood","Silicified Wood (Agate-Grade)","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","Ensure all soft organic material is removed before polishing.","Behaves like high-grade agate"
"Wood (Arizona Petrified)","Petrified Wood","","Arizona Petrified Wood","Arizona Fossil Wood","Silicified Wood (Chalcedony)","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","Ensure all soft organic material is removed before polishing.","Behaves like other agatized wood; very tough"
"Wood (Blue Forest Petrified)","Petrified Wood","","Blue Forest Petrified Wood","Blue Forest Wood","Silicified Wood in Chalcedony/Agate","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","Ensure all soft organic material is removed before polishing.","Behaves like high-grade agate; bark textures show in cross section"
"Wood (Eden Valley Petrified)","Petrified Wood","","Eden Valley Petrified Wood","Eden Valley Fossil Wood","Silicified Wood (Chalcedony)","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","may have some internal fractures","Similar to other Wyoming wood;"
"Wood (Florida Agatized)","Petrified Wood","","Florida Agatized Wood","Florida Fossil Wood","Silicified Wood (Chalcedony)","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","Ensure all soft organic material is removed before polishing.","Often nodule-like with colorful interiors"
"Wood (Gary Green Petrified)","Petrified Wood","","Gary Green","Gary Green Jasper","Silicified Bogwood/ Wood","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","polishes like jasper","Also known as a petrified bogwood from Nevada  Very dense green-brown material;"
"Wood (Indonesian Petrified)","Petrified Wood","","Indonesian Petrified Wood","Indonesian Fossil Wood","Silicified Wood (Chalcedony)","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","Ensure all soft organic material is removed before polishing.","Behaves like jasper/agate; often scenic"
"Wood (Louisiana Petrified Palm)","Petrified Wood","","Louisiana Palmoxylon","","Silicified Palm Wood","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","Ensure all soft organic material is removed before polishing.","Similar to Texas palm; dense and durable"
"Wood (Madagascar Petrified)","Petrified Wood","","Madagascar Petrified Wood","Madagascar Fossil Wood","Silicified Wood (Chalcedony)","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","Ensure all soft organic material is removed before polishing.","Multi-colored; often sold as pre-cut chunks for tumbling"
"Wood (Moroccan Petrified)","Petrified Wood","","Moroccan Petrified Wood","Moroccan Fossil Wood","Silicified Wood (Chalcedony)","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","Ensure all soft organic material is removed before polishing.","Tough but may have more internal fracturing"
"Wood (Opalized)","Petrified Wood","","Opalized Wood","Opalized Fossil Wood","Opalized Fossil Wood","Rock","5.5","6.5","Moderate","220 -> 500 -> Polish","avoid heat and shock  Softer and more brittle than chalcedony woods;","Gentle runs only; may craze"
"Wood (Peanut)","Petrified Wood","","Peanut Wood","Peanut Agate","Silicified Wood with Infill Inclusions","Rock","6.5","7.0","Moderate","60/90 -> 120/220 -> 500 -> Polish","Inspect for chalky infill and discard weak pieces  Hard matrix with softer/light inclusions; some undercutting possible",""
"Wood (Rainbow Petrified)","Petrified Wood","","Rainbow Petrified Wood","Rainbow Wood","Silicified Wood (Chalcedony)","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","densest pieces give best polish","Colorful banding;"
"Wood (Texas Petrified Palm)","Petrified Wood","","Texas Palmoxylon","","Silicified Palm Wood","Rock","6.5","7.0","Easy","60/90 -> 120/220 -> 500 -> Polish","Ensure all soft organic material is removed before polishing.","State fossil; behaves like other palmoxylon"
"Yooperlite","Igneous","","Syenite with Sodalite","Glowing Rock","Syenite + Fluorescent Sodalite","Rock","5.5","6","Intermediate","60/90 -> 120/220 -> 500 -> Polish","","Round gently; verify glow frequently. Famous for glowing orange under UV light. Looks like grey granite until UV light hits it."
"Zircon","Zircon","","Zircon","Hyacinth / Jargon","Zirconium Silicate","Rock","7.5","8.0","Very Hard","80/120 -> 220 -> 500 -> Polish","can bruise softer stones  Very dense; wears slowly","Best in small, dedicated loads;"
"Zoisite (Green)","Silicate","Quartz","Zoisite","","Ca2Al3(SiO4)3(OH)","Mineral","6","7","Intermediate","60/90 -> 120/220 -> 500 -> Polish","Good polish.","Apple green crystalline mass. Often has Ruby inclusions (see Ruby in Zoisite)."
